BRZ_2457;Paraná & Santa Catharina;;;;;;;;;
RUS_968;Podolia;;;;;;;;;;;;;
RUS_958;Kyiv;;;;;;;;;;;;;
EGY_921;Palestine;Palestine;Palästina;;Palestina;;;;;;;;;
BRZ_2416;Mato Grosso;Mato Grosso;Mato Grosso;;Mato Grosso;;;;;;;;;
BRZ_2421;Goiás;;;;;;;;;;;;;
BRZ_2446_1;Minas Gerais;;;;;;;;;;;;;
PEU_278;Ucayali;;;;;;;;;
BRZ_2429;Ceará;;;;;;;;;
BRZ_2428;Nordeste;;;;;;;;;;;;;
AUS_702;Galizien-Lodomerien;;;;;;;;;;;;;
RUS_1102;Azerbaijan;Azerba?djan;Aserbaidschan;;Azerbaiy?n;;;;;;;;;
AZB_1105;Arran;;;;;;;;;;;;;
PER_1112;Tabriz;Tabriz;Täbris;;Tabriz;;;;;;;;;
PER_3353;Qa'enât;;;;;;;;;;;;;
PER_3350;Âzarbâîejân-e Gharbî;;;;;;;;;;;;;
PER_1122;Luristan;Luristan;Luristan;;Luristan;;;;;;;;;
PER_1127;Isfahan;Isfahan;Isfahan;;Isfahan;;;;;;;;;
PER_1121;Irakajemi;Irakajemi;Irakajemi;;Irakajemi;;;;;;;;;
PER_1130;Yazd va Kûmeš;;;;;;;;;;;;;
EGY_897;Syria;Syria;Syria;;Syria;;;;;;;;;
TUR_3300;Dayr al-Zur;;;;;;;;;;;;;
TUR_863;Hudavendigar;Hudavendigar;Hüdavendigar;;Hudavendigar;;;;;;;;;
AFG_1215;Sistan;;;;;;;;;;;;;
AFG_1213;Hazaristan;;;;;;;;;;;;;
AFG_1218;East Pashtunistan;;;;;;;;;;;;;
AFG_1209;Pashtunistan;;;;;;;;;;;;;
BRZ_2401;Amazonas;Amazone;Amazonas;;Amazonas;;;;;;;;;
AUS_635;Karpatenland;;;;;;;;;;;;;
POR_1303;Goa;;;;;;;;;;;;;
FRA_1312;Pondicherry;;;;;;;;;;;;;
TUR_870;Eskishehir;Eskishehir;Eskishehïr;;Eskishehir;;;;;;;;;
KHI_1191;Uzbekia;Uzbekia;Uzbekia;;Uzbekia;;;;;;;;;
KHI_3298;Turkestan;;;;;;;;;;;;;
KHI_1195;Fargona;;;;;;;;;;;;;
KHI_1200;Bukhara;;;;;;;;;;;;;
TAJ_1208;Tadzhikistan;;;;;;;;;;;;;
RUS_1196;Turkmenia;Turkmenia;Turkmenistan;;Turkmenia;;;;;;;;;
BUK_1199;Samarkand;;;;;;;;;;;;;
TRI_1735;Cyrenaica;;;;;;;;;;;;;
TRI_1731;Tripolitania;;;;;;;;;;;;;
TUN_1726;Tunisia;Tunisie;Tunesien;;T?nez;;;;;;;;;
EGY_1751;Alexandria;;;;;;;;;;;;;
EGY_1758;Sahara al-Gharbia;;;;;;;;;;;;;
EGY_1745;Cairo;;;;;;;;;;;;;
EGY_1762;Middle Egypt;Égypte Moyenne;Mittel-Ägypten;;Middle Egypt;;;;;;;;;
EGY_1771;Upper Egypt;Basse Égypte;Unter-Ägypten;;Upper Egypt;;;;;;;;;
ALD_1708;Constantine;;;;;;;;;;;;
FRA_1700;Algiers;Alger;Algier;;Algiers;;;;;;;;;
ALD_1713;North Sahara;;;;;;;;;;;;;
ALD_1704;Oran;;;;;;;;;;;;;
MOR_1688;al Rif;al Rif;Al Rif;;al Rif;;;;;;;;;
MOR_1693;Murrakush;;;;;;;;;;;;;
CLM_1723;Panama;Panama;Panama;;Panam?;;;;;;;;;
RUS_945;Vitebsk;;;;;;;;;;;;;
RUS_947;Gómel;;;;;;;;;;;;;
RUS_964;Taurida;;;;;;;;;;;;;
RUS_977;Voronezh;;;;;;;;;;;;;
RUS_978;Kharkov;;;;;;;;;;;;;
RUS_979;Don;;;;;;;;;;;;;
RUS_981;Pomorye;;;;;;;;;;;;;
RUS_1020;Nizhgorod;;;;;;;;;;;;;
RUS_1044;Orenburg;;;;;;;;;;;;;
RUS_1060;Samara;;;;;;;;;;;;;
ABU_1162;al-Hejer;;;;;;;;;;;;;
YEM_1178;Yemen;;;;;;;;;;;;;
ENG_1304;Madras;;;;;;;;;;;;;
NET_1398;South Sumatra;;;;;;;;;;;;;
NET_1401;East Sumatra;;;;;;;;;;;;;
ATJ_1405;Atjeh;;;;;;;;;;;;;
YEM_1412;Aden;;;;;;;;;;;;;
BAL_1438;Soenda Islands;;;;;;;;;;;;;
NET_1451;Western New Guinea;;;;;;;;;;;;;
MOR_1694;Tafilalt;;;;;;;;;;;;;
ENG_1825;Kanem;;;;;;;;;;;;;
PRU_546;Pommern;;;;;;;;;;;;;
PER_1142;Larestân;;;;;;;;;;;;;
CHI_1565;Shantung;;;;;;;;;;;;;
TUR_879;Sivas;;;;;;;;;;;;;
SIC_754;Napoli;;;;;;;;;;;;;
ENG_1236;West United Provinces;;;;;;;;;;;;;
HAI_2214;Hispaniola Orientale;;;;;;;;;;;;;
HAI_2213;Hispaniola;Hispaniola;Hispaniola;;Espa?ola;;;;;;;;;
PRG_2338;Alto Paraguay;Alto Paraguay;Alto Paraguay;;Alto Paraguay;;;;;;;;;
ARG_2377;Chaco;Chaco;Chaco;;Chaco;;;;;;;;;
RUS_1052;North Caucasia;Caucase du Nord;Nordkaukasus;;Caucasia del Norte;;;;;;;;;
RUS_3390;Northern Caucasus;;;;;;;;;;;;;
YEM_1173;Hadramaut;;;;;;;;;;;;;
FRA_1787;Djolof;;;;;;;;;;;;;
FRA_1801;Western Mali;Mali ouest;West-Mali;;Western Mali;;;;;;;;;
FRA_1794;Western Mali;;;;;;;;;;;;;
FRA_1798;Eastern Mali;Mali orientale;Ost-Mali;;Eastern Mali;;;;;;;;;
FRA_1879;Guinea;Guin?e;Guinea;;Guinea;;;;;;;;;
FRA_1883;Guinea;;;;;;;;;;;;;
SOM_1871;Majeerteen;;;;;;;;;;;;;
NEJ_1160;Rub al-Khali;;;;;;;;;;;;;
NEJ_1156;Najd;;;;;;;;;;;;;
FRA_1808;Outer Hausaland;Outer Hausaland;Äußeres Hausaland;;Outer Hausaland;;;;;;;;;
FRA_1813;Niger;Niger;Niger;;Níger;;;;;;;;;
ENG_2044;Northern Tanganyika;;;;;;;;;;;;;
ENG_2046;Southern Tanganyika;;;;;;;;;;;;;
